id_venta,fecha_venta,hora_venta,producto,categoria_producto,cantidad,precio_unitario,total_venta,local,canal_venta,cliente_frecuente,medio_pago,estado_inventario,margen_utilidad_porcentual,formalizado,tipo_turno,aporte_social,latitud,longitud
5174,2024-02-10,13:00,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Presencial,No,Efectivo,"16 kg cafe, 7 litros leche",39.27,Si,Noche,2.0,4.755,-74.09
5175,2023-06-06,18:45,Croissant,Panaderia,1,4000,4000,Engativa,Presencial,Si,Tarjeta Debito,"3 kg cafe, 10 litros leche",29.73,Si,Noche,2.0,4.7,-74.1
5176,2025-04-23,13:00,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Presencial,No,Tarjeta Debito,"15 kg cafe, 2 litros leche",54.64,Si,Manana,1.0,4.702,-74.03
5177,2023-02-16,20:00,Cafe Americano,Bebida Caliente,1,5000,5000,Engativa,Presencial,Si,Tarjeta Debito,"2 kg cafe, 5 litros leche",43.34,Si,Tarde,0.0,4.7,-74.1
5178,2023-04-12,13:45,Latte,Bebida Caliente,1,6500,6500,Engativa,Online,Si,Tarjeta Debito,"4 kg cafe, 6 litros leche",57.77,No,Noche,0.0,4.7,-74.1
5179,2024-06-15,19:00,Latte,Bebida Caliente,2,6500,13000,Fontibon,Presencial,No,Tarjeta Credito,"9 kg cafe, 7 litros leche",59.72,Si,Manana,0.0,4.68,-74.15
5180,2025-03-22,19:45,Capuchino,Bebida Caliente,1,6000,6000,Fontibon,Presencial,Si,Efectivo,"4 kg cafe, 2 litros leche",56.29,Si,Noche,0.0,4.68,-74.15
5181,2023-08-11,11:15,Latte,Bebida Caliente,2,6500,13000,Fontibon,Presencial,Si,Tarjeta Debito,"14 kg cafe, 2 litros leche",57.63,Si,Tarde,0.0,4.68,-74.15
5182,2024-12-31,19:00,Muffin,Panaderia,4,4200,16800,Fontibon,Presencial,No,Efectivo,"18 kg cafe, 7 litros leche",54.96,No,Noche,0.0,4.68,-74.15
5183,2024-02-19,20:45,Capuchino,Bebida Caliente,1,6000,6000,Chapinero,Presencial,No,Nequi,"7 kg cafe, 6 litros leche",42.16,Si,Noche,0.0,4.645,-74.057
5184,2023-03-29,10:00,Latte,Bebida Caliente,3,6500,19500,Fontibon,Presencial,No,Efectivo,"3 kg cafe, 1 litros leche",50.98,Si,Manana,0.0,4.68,-74.15
5185,2023-11-16,11:00,Muffin,Panaderia,2,4200,8400,Fontibon,Presencial,Si,Tarjeta Credito,"9 kg cafe, 2 litros leche",47.2,Si,Tarde,0.0,4.68,-74.15
5186,2025-04-22,11:45,Latte,Bebida Caliente,1,6500,6500,Suba,Online,No,Efectivo,"4 kg cafe, 3 litros leche",26.5,Si,Noche,0.0,4.755,-74.09
5187,2023-06-27,20:45,Croissant,Panaderia,3,4000,12000,Fontibon,Presencial,No,Efectivo,"16 kg cafe, 9 litros leche",41.47,Si,Manana,2.0,4.68,-74.15
5188,2024-10-16,11:15,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Presencial,No,Efectivo,"12 kg cafe, 6 litros leche",26.7,Si,Noche,0.0,4.645,-74.057
5189,2024-03-12,18:45,Te Chai,Bebida Caliente,1,5500,5500,Chapinero,Online,No,Efectivo,"5 kg cafe, 6 litros leche",56.9,Si,Manana,0.5,4.645,-74.057
5190,2024-01-22,19:30,Te Chai,Bebida Caliente,4,5500,22000,Suba,Presencial,Si,Tarjeta Credito,"3 kg cafe, 9 litros leche",23.88,Si,Manana,0.0,4.755,-74.09
5191,2025-03-22,07:00,Capuchino,Bebida Caliente,2,6000,12000,Chapinero,Presencial,No,Efectivo,"2 kg cafe, 10 litros leche",51.92,Si,Noche,0.0,4.645,-74.057
5192,2023-03-08,16:45,Latte,Bebida Caliente,4,6500,26000,Chapinero,Presencial,No,Tarjeta Credito,"15 kg cafe, 8 litros leche",47.52,Si,Tarde,0.0,4.645,-74.057
5193,2023-04-27,13:30,Latte,Bebida Caliente,4,6500,26000,Usaquen,Presencial,No,Nequi,"5 kg cafe, 2 litros leche",21.99,No,Tarde,0.0,4.702,-74.03
5194,2023-06-24,09:00,Latte,Bebida Caliente,1,6500,6500,Usaquen,Presencial,No,Nequi,"16 kg cafe, 6 litros leche",52.64,Si,Manana,0.5,4.702,-74.03
5195,2023-11-25,08:00,Croissant,Panaderia,3,4000,12000,Usaquen,Presencial,No,Nequi,"13 kg cafe, 8 litros leche",29.15,Si,Manana,0.0,4.702,-74.03
5196,2024-07-07,12:15,Capuchino,Bebida Caliente,2,6000,12000,Chapinero,Presencial,No,Efectivo,"17 kg cafe, 6 litros leche",53.16,Si,Noche,0.0,4.645,-74.057
5197,2023-10-08,15:00,Cafe Americano,Bebida Caliente,1,5000,5000,Suba,Presencial,No,Nequi,"10 kg cafe, 9 litros leche",45.17,Si,Manana,0.0,4.755,-74.09
5198,2023-04-12,10:15,Capuchino,Bebida Caliente,3,6000,18000,Chapinero,Presencial,Si,Efectivo,"11 kg cafe, 1 litros leche",23.5,No,Manana,0.0,4.645,-74.057
5199,2024-11-02,20:45,Te Chai,Bebida Caliente,2,5500,11000,Usaquen,Presencial,No,Tarjeta Credito,"17 kg cafe, 6 litros leche",35.79,Si,Manana,0.0,4.702,-74.03
5200,2024-07-14,12:00,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,No,Efectivo,"10 kg cafe, 8 litros leche",34.6,Si,Tarde,0.0,4.755,-74.09
5201,2023-06-09,14:45,Te Chai,Bebida Caliente,2,5500,11000,Fontibon,Presencial,No,Nequi,"20 kg cafe, 3 litros leche",21.03,Si,Tarde,0.0,4.68,-74.15
5202,2025-03-18,06:00,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Presencial,No,Nequi,"15 kg cafe, 1 litros leche",39.29,Si,Manana,0.0,4.645,-74.057
5203,2024-04-19,15:30,Cafe Americano,Bebida Caliente,2,5000,10000,Suba,Online,No,Efectivo,"15 kg cafe, 9 litros leche",32.73,No,Manana,0.0,4.755,-74.09
5204,2024-05-28,09:15,Capuchino,Bebida Caliente,2,6000,12000,Chapinero,Presencial,No,Efectivo,"15 kg cafe, 6 litros leche",59.41,Si,Manana,1.0,4.645,-74.057
5205,2024-09-27,13:15,Muffin,Panaderia,2,4200,8400,Usaquen,Presencial,No,Tarjeta Debito,"15 kg cafe, 2 litros leche",22.08,Si,Tarde,0.0,4.702,-74.03
5206,2025-02-21,06:45,Te Chai,Bebida Caliente,3,5500,16500,Usaquen,Online,Si,Nequi,"2 kg cafe, 10 litros leche",46.26,Si,Noche,0.5,4.702,-74.03
5207,2024-06-02,14:45,Sandwich,Otros,4,7000,28000,Chapinero,Online,Si,Tarjeta Debito,"10 kg cafe, 6 litros leche",31.22,Si,Noche,0.0,4.645,-74.057
5208,2025-02-11,07:15,Capuchino,Bebida Caliente,2,6000,12000,Usaquen,Presencial,No,Tarjeta Debito,"10 kg cafe, 4 litros leche",23.72,Si,Tarde,0.0,4.702,-74.03
5209,2023-08-25,19:15,Latte,Bebida Caliente,2,6500,13000,Engativa,Online,No,Tarjeta Debito,"11 kg cafe, 5 litros leche",38.5,Si,Tarde,0.0,4.7,-74.1
5210,2023-09-29,20:00,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,No,Nequi,"1 kg cafe, 2 litros leche",58.07,Si,Tarde,0.0,4.755,-74.09
5211,2024-01-01,07:00,Cafe Americano,Bebida Caliente,2,5000,10000,Usaquen,Online,Si,Tarjeta Credito,"3 kg cafe, 4 litros leche",57.4,Si,Noche,0.5,4.702,-74.03
5212,2024-02-20,07:00,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Presencial,Si,Nequi,"10 kg cafe, 9 litros leche",58.23,Si,Manana,0.0,4.755,-74.09
5213,2023-08-07,15:00,Muffin,Panaderia,3,4200,12600,Engativa,Presencial,No,Tarjeta Credito,"16 kg cafe, 1 litros leche",25.9,No,Noche,0.0,4.7,-74.1
5214,2024-12-24,16:45,Capuchino,Bebida Caliente,1,6000,6000,Usaquen,Presencial,No,Tarjeta Credito,"12 kg cafe, 2 litros leche",34.59,No,Tarde,0.0,4.702,-74.03
5215,2023-03-28,18:15,Croissant,Panaderia,3,4000,12000,Suba,Presencial,No,Efectivo,"3 kg cafe, 3 litros leche",24.38,Si,Manana,0.0,4.755,-74.09
5216,2025-05-18,08:15,Sandwich,Otros,2,7000,14000,Usaquen,Presencial,No,Tarjeta Debito,"8 kg cafe, 10 litros leche",32.28,No,Tarde,0.0,4.702,-74.03
5217,2023-01-07,19:30,Latte,Bebida Caliente,3,6500,19500,Fontibon,Online,No,Tarjeta Credito,"15 kg cafe, 3 litros leche",30.51,Si,Noche,0.0,4.68,-74.15
5218,2025-02-18,10:45,Capuchino,Bebida Caliente,3,6000,18000,Engativa,Presencial,No,Tarjeta Credito,"2 kg cafe, 5 litros leche",39.19,Si,Noche,0.0,4.7,-74.1
5219,2024-01-30,18:15,Latte,Bebida Caliente,1,6500,6500,Usaquen,Online,Si,Nequi,"19 kg cafe, 7 litros leche",32.99,Si,Noche,0.5,4.702,-74.03
5220,2025-05-01,20:00,Te Chai,Bebida Caliente,3,5500,16500,Usaquen,Presencial,Si,Nequi,"2 kg cafe, 4 litros leche",21.75,Si,Noche,0.0,4.702,-74.03
5221,2025-05-06,15:30,Latte,Bebida Caliente,2,6500,13000,Chapinero,Presencial,No,Efectivo,"4 kg cafe, 5 litros leche",30.49,Si,Tarde,0.0,4.645,-74.057
5222,2024-06-07,08:45,Capuchino,Bebida Caliente,4,6000,24000,Usaquen,Presencial,No,Tarjeta Credito,"7 kg cafe, 4 litros leche",41.93,Si,Manana,0.0,4.702,-74.03
5223,2024-03-09,18:15,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Presencial,Si,Efectivo,"16 kg cafe, 1 litros leche",59.88,Si,Manana,0.5,4.755,-74.09
5224,2025-01-16,14:45,Agua,Bebida Fria,1,3000,3000,Suba,Online,Si,Tarjeta Credito,"12 kg cafe, 2 litros leche",31.42,Si,Tarde,0.0,4.755,-74.09
5225,2024-12-11,13:30,Capuchino,Bebida Caliente,3,6000,18000,Suba,Presencial,No,Tarjeta Debito,"3 kg cafe, 1 litros leche",58.25,Si,Noche,0.0,4.755,-74.09
5226,2025-02-20,13:00,Latte,Bebida Caliente,3,6500,19500,Fontibon,Presencial,No,Tarjeta Debito,"14 kg cafe, 10 litros leche",50.92,Si,Noche,0.0,4.68,-74.15
5227,2023-11-07,06:45,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,Si,Tarjeta Credito,"6 kg cafe, 1 litros leche",36.86,Si,Manana,0.0,4.755,-74.09
5228,2023-06-28,17:00,Latte,Bebida Caliente,3,6500,19500,Usaquen,Online,Si,Tarjeta Debito,"10 kg cafe, 2 litros leche",40.98,Si,Tarde,0.0,4.702,-74.03
5229,2023-01-26,07:00,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Presencial,Si,Efectivo,"8 kg cafe, 10 litros leche",44.46,Si,Manana,0.0,4.702,-74.03
5230,2023-06-30,18:30,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Presencial,No,Efectivo,"20 kg cafe, 5 litros leche",26.28,Si,Manana,0.5,4.755,-74.09
5231,2024-02-01,10:45,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,Si,Tarjeta Debito,"9 kg cafe, 1 litros leche",25.44,Si,Tarde,0.0,4.645,-74.057
5232,2025-05-17,09:45,Te Chai,Bebida Caliente,1,5500,5500,Chapinero,Online,Si,Tarjeta Debito,"17 kg cafe, 9 litros leche",29.26,Si,Manana,0.0,4.645,-74.057
5233,2024-06-18,18:00,Capuchino,Bebida Caliente,2,6000,12000,Suba,Presencial,No,Efectivo,"19 kg cafe, 10 litros leche",51.62,Si,Manana,1.0,4.755,-74.09
5234,2025-05-16,11:15,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,Si,Nequi,"12 kg cafe, 1 litros leche",43.92,Si,Noche,0.0,4.755,-74.09
5235,2023-07-21,11:00,Capuchino,Bebida Caliente,2,6000,12000,Engativa,Presencial,Si,Nequi,"8 kg cafe, 4 litros leche",28.74,Si,Noche,0.0,4.7,-74.1
5236,2024-04-19,19:45,Capuchino,Bebida Caliente,1,6000,6000,Usaquen,Presencial,No,Tarjeta Debito,"14 kg cafe, 3 litros leche",30.23,Si,Tarde,0.0,4.702,-74.03
5237,2025-02-09,13:30,Cafe Americano,Bebida Caliente,2,5000,10000,Usaquen,Online,Si,Tarjeta Debito,"15 kg cafe, 6 litros leche",45.21,Si,Tarde,0.5,4.702,-74.03
5238,2024-06-26,06:00,Capuchino,Bebida Caliente,2,6000,12000,Usaquen,Presencial,No,Efectivo,"17 kg cafe, 6 litros leche",37.74,Si,Tarde,0.0,4.702,-74.03
5239,2025-05-06,14:30,Agua,Bebida Fria,1,3000,3000,Suba,Online,Si,Tarjeta Credito,"2 kg cafe, 10 litros leche",27.84,Si,Noche,0.0,4.755,-74.09
5240,2023-09-25,19:00,Te Chai,Bebida Caliente,4,5500,22000,Usaquen,Presencial,Si,Nequi,"20 kg cafe, 7 litros leche",44.16,Si,Noche,0.0,4.702,-74.03
5241,2023-03-10,15:30,Capuchino,Bebida Caliente,2,6000,12000,Engativa,Presencial,Si,Efectivo,"10 kg cafe, 7 litros leche",44.17,Si,Noche,0.0,4.7,-74.1
5242,2024-05-29,20:00,Latte,Bebida Caliente,4,6500,26000,Chapinero,Online,Si,Nequi,"20 kg cafe, 7 litros leche",20.88,Si,Noche,1.0,4.645,-74.057
5243,2023-05-17,20:15,Croissant,Panaderia,2,4000,8000,Chapinero,Presencial,Si,Tarjeta Debito,"6 kg cafe, 6 litros leche",30.16,Si,Manana,0.0,4.645,-74.057
5244,2024-02-05,06:15,Latte,Bebida Caliente,1,6500,6500,Chapinero,Presencial,No,Tarjeta Credito,"12 kg cafe, 2 litros leche",20.32,Si,Noche,0.5,4.645,-74.057
5245,2024-01-24,19:45,Croissant,Panaderia,1,4000,4000,Suba,Presencial,Si,Tarjeta Credito,"19 kg cafe, 8 litros leche",54.96,No,Manana,0.0,4.755,-74.09
5246,2024-09-19,20:00,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Online,No,Tarjeta Credito,"12 kg cafe, 10 litros leche",25.02,Si,Noche,0.5,4.702,-74.03
5247,2025-03-28,08:45,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Presencial,No,Tarjeta Debito,"9 kg cafe, 3 litros leche",25.87,No,Tarde,0.0,4.702,-74.03
5248,2023-05-31,16:00,Croissant,Panaderia,4,4000,16000,Suba,Presencial,No,Tarjeta Debito,"8 kg cafe, 8 litros leche",53.88,Si,Manana,0.0,4.755,-74.09
5249,2023-01-29,14:15,Capuchino,Bebida Caliente,1,6000,6000,Suba,Presencial,Si,Tarjeta Credito,"18 kg cafe, 4 litros leche",42.23,Si,Tarde,0.0,4.755,-74.09
5250,2024-08-02,11:00,Muffin,Panaderia,3,4200,12600,Suba,Presencial,No,Nequi,"15 kg cafe, 1 litros leche",51.6,Si,Tarde,2.0,4.755,-74.09
5251,2025-05-10,12:00,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Presencial,Si,Nequi,"14 kg cafe, 7 litros leche",56.89,Si,Manana,0.0,4.702,-74.03
5252,2025-01-04,09:15,Cafe Americano,Bebida Caliente,3,5000,15000,Fontibon,Online,No,Tarjeta Debito,"6 kg cafe, 8 litros leche",31.97,Si,Manana,0.0,4.68,-74.15
5253,2025-05-29,14:30,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,No,Tarjeta Debito,"19 kg cafe, 5 litros leche",40.57,Si,Noche,0.0,4.755,-74.09
5254,2023-12-09,17:15,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Presencial,Si,Tarjeta Debito,"3 kg cafe, 9 litros leche",37.53,Si,Noche,0.0,4.645,-74.057
5255,2023-01-17,15:45,Muffin,Panaderia,2,4200,8400,Suba,Presencial,Si,Nequi,"14 kg cafe, 5 litros leche",56.55,Si,Noche,0.0,4.755,-74.09
5256,2024-08-19,11:15,Agua,Bebida Fria,2,3000,6000,Chapinero,Presencial,No,Tarjeta Credito,"4 kg cafe, 10 litros leche",29.44,Si,Noche,0.0,4.645,-74.057
5257,2024-12-07,16:00,Agua,Bebida Fria,4,3000,12000,Usaquen,Presencial,No,Nequi,"14 kg cafe, 10 litros leche",45.74,Si,Tarde,0.0,4.702,-74.03
5258,2024-11-06,19:30,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Presencial,Si,Tarjeta Debito,"1 kg cafe, 4 litros leche",27.79,Si,Noche,0.0,4.702,-74.03
5259,2024-08-14,09:30,Sandwich,Otros,1,7000,7000,Chapinero,Presencial,No,Efectivo,"1 kg cafe, 10 litros leche",28.13,Si,Manana,0.0,4.645,-74.057
5260,2025-05-07,10:15,Cafe Americano,Bebida Caliente,2,5000,10000,Engativa,Presencial,Si,Nequi,"8 kg cafe, 6 litros leche",31.86,Si,Manana,0.5,4.7,-74.1
5261,2024-10-11,11:00,Capuchino,Bebida Caliente,1,6000,6000,Suba,Presencial,No,Nequi,"10 kg cafe, 8 litros leche",38.8,Si,Manana,0.0,4.755,-74.09
5262,2023-12-04,16:15,Cafe Americano,Bebida Caliente,1,5000,5000,Usaquen,Presencial,No,Nequi,"3 kg cafe, 4 litros leche",50.65,Si,Noche,0.0,4.702,-74.03
5263,2025-01-01,20:00,Capuchino,Bebida Caliente,2,6000,12000,Usaquen,Presencial,No,Nequi,"4 kg cafe, 7 litros leche",45.93,Si,Noche,0.0,4.702,-74.03
5264,2023-03-04,16:30,Cafe Americano,Bebida Caliente,3,5000,15000,Fontibon,Presencial,No,Nequi,"14 kg cafe, 1 litros leche",49.98,Si,Tarde,0.0,4.68,-74.15
5265,2023-04-08,12:45,Muffin,Panaderia,3,4200,12600,Usaquen,Presencial,No,Nequi,"11 kg cafe, 4 litros leche",28.73,No,Noche,0.0,4.702,-74.03
5266,2025-04-01,19:15,Croissant,Panaderia,2,4000,8000,Usaquen,Presencial,No,Tarjeta Credito,"17 kg cafe, 9 litros leche",46.23,Si,Noche,0.0,4.702,-74.03
5267,2024-05-26,19:30,Muffin,Panaderia,2,4200,8400,Suba,Presencial,No,Tarjeta Debito,"3 kg cafe, 10 litros leche",27.83,Si,Manana,0.0,4.755,-74.09
5268,2023-03-08,08:00,Capuchino,Bebida Caliente,2,6000,12000,Usaquen,Presencial,Si,Efectivo,"8 kg cafe, 5 litros leche",39.8,Si,Manana,0.0,4.702,-74.03
5269,2024-01-31,07:15,Latte,Bebida Caliente,2,6500,13000,Usaquen,Presencial,No,Tarjeta Debito,"19 kg cafe, 9 litros leche",55.23,Si,Tarde,1.0,4.702,-74.03
5270,2025-03-29,17:15,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Presencial,Si,Nequi,"12 kg cafe, 2 litros leche",21.84,Si,Tarde,0.0,4.702,-74.03
5271,2023-12-25,12:15,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Online,Si,Nequi,"8 kg cafe, 4 litros leche",24.47,Si,Tarde,0.0,4.702,-74.03
5272,2024-01-17,18:15,Muffin,Panaderia,1,4200,4200,Engativa,Presencial,No,Nequi,"12 kg cafe, 7 litros leche",37.28,Si,Noche,0.0,4.7,-74.1
5273,2024-10-12,11:15,Cafe Americano,Bebida Caliente,1,5000,5000,Engativa,Presencial,Si,Efectivo,"19 kg cafe, 2 litros leche",57.94,Si,Manana,0.0,4.7,-74.1
5274,2023-08-02,06:00,Agua,Bebida Fria,4,3000,12000,Fontibon,Presencial,Si,Tarjeta Debito,"7 kg cafe, 8 litros leche",46.85,Si,Tarde,0.0,4.68,-74.15
5275,2023-11-04,06:15,Sandwich,Otros,3,7000,21000,Fontibon,Presencial,No,Tarjeta Debito,"18 kg cafe, 6 litros leche",32.92,Si,Tarde,0.0,4.68,-74.15
5276,2023-05-18,13:30,Croissant,Panaderia,3,4000,12000,Usaquen,Online,No,Tarjeta Debito,"1 kg cafe, 1 litros leche",54.82,Si,Tarde,0.0,4.702,-74.03
5277,2023-12-03,14:00,Croissant,Panaderia,4,4000,16000,Fontibon,Online,Si,Tarjeta Credito,"3 kg cafe, 4 litros leche",46.99,Si,Noche,1.0,4.68,-74.15
5278,2023-08-05,07:30,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,No,Efectivo,"6 kg cafe, 5 litros leche",35.39,Si,Manana,0.0,4.645,-74.057
5279,2024-04-03,07:45,Sandwich,Otros,1,7000,7000,Suba,Presencial,Si,Efectivo,"19 kg cafe, 5 litros leche",57.76,Si,Tarde,0.0,4.755,-74.09
5280,2023-05-27,10:30,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,No,Tarjeta Credito,"10 kg cafe, 7 litros leche",58.22,Si,Tarde,0.5,4.755,-74.09
5281,2023-11-16,20:00,Capuchino,Bebida Caliente,4,6000,24000,Chapinero,Online,No,Efectivo,"16 kg cafe, 2 litros leche",53.02,Si,Manana,0.0,4.645,-74.057
5282,2023-07-07,16:45,Capuchino,Bebida Caliente,1,6000,6000,Usaquen,Online,No,Tarjeta Credito,"3 kg cafe, 9 litros leche",58.46,Si,Noche,0.0,4.702,-74.03
5283,2024-05-24,06:15,Muffin,Panaderia,1,4200,4200,Fontibon,Presencial,Si,Tarjeta Debito,"16 kg cafe, 5 litros leche",57.48,Si,Manana,0.5,4.68,-74.15
5284,2025-02-21,17:45,Croissant,Panaderia,1,4000,4000,Suba,Presencial,Si,Nequi,"13 kg cafe, 7 litros leche",51.11,Si,Noche,0.0,4.755,-74.09
5285,2023-08-14,15:30,Cafe Americano,Bebida Caliente,3,5000,15000,Usaquen,Online,No,Efectivo,"1 kg cafe, 5 litros leche",26.3,Si,Tarde,0.0,4.702,-74.03
5286,2024-02-19,11:15,Cafe Americano,Bebida Caliente,3,5000,15000,Suba,Presencial,Si,Nequi,"4 kg cafe, 3 litros leche",27.37,Si,Tarde,0.0,4.755,-74.09
5287,2024-11-27,11:30,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Online,No,Tarjeta Debito,"2 kg cafe, 7 litros leche",37.38,Si,Tarde,0.5,4.702,-74.03
5288,2023-06-21,15:00,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,No,Nequi,"1 kg cafe, 1 litros leche",43.66,Si,Manana,0.0,4.645,-74.057
5289,2024-02-11,08:00,Latte,Bebida Caliente,1,6500,6500,Suba,Presencial,Si,Tarjeta Debito,"17 kg cafe, 3 litros leche",32.59,Si,Noche,0.0,4.755,-74.09
5290,2023-12-06,07:30,Te Chai,Bebida Caliente,4,5500,22000,Fontibon,Presencial,No,Nequi,"7 kg cafe, 3 litros leche",30.42,Si,Noche,0.0,4.68,-74.15
5291,2023-02-07,16:45,Cafe Americano,Bebida Caliente,1,5000,5000,Chapinero,Presencial,Si,Nequi,"7 kg cafe, 6 litros leche",59.52,Si,Manana,0.0,4.645,-74.057
5292,2024-06-26,09:00,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Online,No,Tarjeta Debito,"18 kg cafe, 3 litros leche",55.81,Si,Tarde,0.0,4.645,-74.057
5293,2025-05-14,13:30,Capuchino,Bebida Caliente,1,6000,6000,Usaquen,Presencial,No,Efectivo,"19 kg cafe, 4 litros leche",45.16,Si,Noche,0.5,4.702,-74.03
5294,2024-12-01,11:30,Sandwich,Otros,1,7000,7000,Chapinero,Presencial,Si,Tarjeta Credito,"9 kg cafe, 2 litros leche",38.94,Si,Noche,0.0,4.645,-74.057
5295,2023-04-11,06:30,Cafe Americano,Bebida Caliente,4,5000,20000,Suba,Online,No,Tarjeta Credito,"12 kg cafe, 10 litros leche",39.78,No,Tarde,0.0,4.755,-74.09
5296,2024-03-17,07:00,Capuchino,Bebida Caliente,1,6000,6000,Chapinero,Presencial,No,Efectivo,"18 kg cafe, 9 litros leche",22.7,Si,Manana,0.0,4.645,-74.057
5297,2024-01-08,11:00,Agua,Bebida Fria,1,3000,3000,Chapinero,Online,Si,Tarjeta Debito,"10 kg cafe, 2 litros leche",34.61,Si,Manana,0.0,4.645,-74.057
5298,2023-05-11,06:30,Capuchino,Bebida Caliente,3,6000,18000,Suba,Presencial,No,Efectivo,"12 kg cafe, 7 litros leche",52.77,Si,Tarde,0.5,4.755,-74.09
5299,2023-03-18,12:00,Latte,Bebida Caliente,2,6500,13000,Fontibon,Presencial,Si,Efectivo,"18 kg cafe, 7 litros leche",21.09,Si,Noche,0.0,4.68,-74.15
5300,2025-03-23,20:15,Te Chai,Bebida Caliente,3,5500,16500,Suba,Presencial,No,Tarjeta Credito,"12 kg cafe, 1 litros leche",43.8,Si,Noche,0.0,4.755,-74.09
5301,2023-07-31,15:30,Latte,Bebida Caliente,2,6500,13000,Usaquen,Presencial,Si,Nequi,"13 kg cafe, 3 litros leche",43.62,Si,Noche,0.0,4.702,-74.03
5302,2023-02-05,16:15,Sandwich,Otros,2,7000,14000,Fontibon,Presencial,No,Efectivo,"2 kg cafe, 2 litros leche",32.13,Si,Noche,0.0,4.68,-74.15
5303,2024-02-17,08:30,Te Chai,Bebida Caliente,1,5500,5500,Chapinero,Presencial,Si,Tarjeta Credito,"17 kg cafe, 2 litros leche",27.15,Si,Noche,0.0,4.645,-74.057
5304,2024-02-24,11:00,Latte,Bebida Caliente,3,6500,19500,Usaquen,Presencial,Si,Tarjeta Debito,"10 kg cafe, 9 litros leche",59.18,Si,Tarde,0.0,4.702,-74.03
5305,2023-08-01,11:00,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,Si,Nequi,"12 kg cafe, 1 litros leche",36.18,Si,Tarde,0.0,4.645,-74.057
5306,2025-04-08,08:45,Cafe Americano,Bebida Caliente,4,5000,20000,Usaquen,Presencial,Si,Tarjeta Credito,"10 kg cafe, 4 litros leche",29.98,Si,Manana,0.0,4.702,-74.03
5307,2023-11-03,10:00,Cafe Americano,Bebida Caliente,3,5000,15000,Chapinero,Presencial,Si,Tarjeta Debito,"18 kg cafe, 3 litros leche",44.18,Si,Tarde,0.5,4.645,-74.057
5308,2023-07-04,18:00,Croissant,Panaderia,1,4000,4000,Usaquen,Presencial,Si,Tarjeta Debito,"1 kg cafe, 8 litros leche",28.04,Si,Noche,0.0,4.702,-74.03
5309,2023-02-11,07:45,Cafe Americano,Bebida Caliente,2,5000,10000,Chapinero,Presencial,No,Nequi,"13 kg cafe, 7 litros leche",33.29,Si,Tarde,0.0,4.645,-74.057
5310,2025-03-13,10:45,Latte,Bebida Caliente,2,6500,13000,Usaquen,Presencial,No,Tarjeta Debito,"2 kg cafe, 7 litros leche",48.89,Si,Manana,1.0,4.702,-74.03
5311,2023-09-28,07:30,Capuchino,Bebida Caliente,1,6000,6000,Fontibon,Presencial,Si,Nequi,"17 kg cafe, 2 litros leche",45.13,Si,Manana,0.0,4.68,-74.15
5312,2023-06-15,10:30,Latte,Bebida Caliente,4,6500,26000,Fontibon,Presencial,Si,Tarjeta Debito,"14 kg cafe, 7 litros leche",54.38,Si,Tarde,0.0,4.68,-74.15
5313,2023-02-17,18:45,Latte,Bebida Caliente,1,6500,6500,Suba,Presencial,No,Nequi,"20 kg cafe, 2 litros leche",46.61,No,Noche,0.0,4.755,-74.09
5314,2024-04-19,06:30,Muffin,Panaderia,3,4200,12600,Engativa,Online,No,Tarjeta Credito,"10 kg cafe, 3 litros leche",39.8,Si,Manana,0.0,4.7,-74.1
5315,2024-12-14,20:45,Capuchino,Bebida Caliente,3,6000,18000,Chapinero,Presencial,No,Tarjeta Credito,"5 kg cafe, 7 litros leche",50.44,Si,Tarde,2.0,4.645,-74.057
